time,open,high,low,close,volume
2025-02-16T18:00:00-0500,22418.25,22459.5,22418.25,22459.5,3.0
2025-02-16T18:05:00-0500,22452.0,22452.0,22452.0,22452.0,1.0
2025-02-16T18:10:00-0500,22457.5,22457.5,22457.5,22457.5,1.0
2025-02-16T18:15:00-0500,22461.5,22461.5,22455.0,22455.0,6.0
2025-02-16T18:20:00-0500,22455.0,22455.0,22455.0,22455.0,0.0
2025-02-16T18:25:00-0500,22455.0,22455.0,22455.0,22455.0,0.0
2025-02-16T18:30:00-0500,22442.5,22443.5,22442.25,22442.25,4.0
2025-02-16T18:35:00-0500,22441.0,22441.0,22441.0,22441.0,1.0
2025-02-16T18:40:00-0500,22441.0,22441.0,22441.0,22441.0,0.0
2025-02-16T18:45:00-0500,22452.25,22452.25,22452.25,22452.25,1.0
2025-02-16T18:50:00-0500,22452.25,22452.25,22452.25,22452.25,0.0
2025-02-16T18:55:00-0500,22452.25,22452.25,22452.25,22452.25,0.0
2025-02-16T19:00:00-0500,22452.25,22452.25,22452.25,22452.25,0.0
2025-02-16T19:05:00-0500,22452.25,22452.25,22452.25,22452.25,0.0
2025-02-16T19:10:00-0500,22452.25,22452.25,22452.25,22452.25,0.0
2025-02-16T19:15:00-0500,22452.25,22452.25,22452.25,22452.25,0.0
2025-02-16T19:20:00-0500,22452.25,22452.25,22452.25,22452.25,0.0
2025-02-16T19:25:00-0500,22452.0,22452.0,22452.0,22452.0,1.0
2025-02-16T19:30:00-0500,22452.0,22452.0,22452.0,22452.0,0.0
2025-02-16T19:35:00-0500,22452.0,22452.0,22452.0,22452.0,0.0
2025-02-16T19:40:00-0500,22452.0,22452.0,22452.0,22452.0,0.0
2025-02-16T19:45:00-0500,22456.75,22456.75,22456.75,22456.75,1.0
2025-02-16T19:50:00-0500,22456.75,22456.75,22456.75,22456.75,0.0
2025-02-16T19:55:00-0500,22462.0,22463.25,22462.0,22463.25,2.0
2025-02-16T20:00:00-0500,22463.0,22463.0,22463.0,22463.0,1.0
2025-02-16T20:05:00-0500,22463.0,22463.0,22463.0,22463.0,0.0
2025-02-16T20:10:00-0500,22468.0,22468.0,22468.0,22468.0,1.0
2025-02-16T20:15:00-0500,22469.75,22469.75,22469.75,22469.75,1.0
2025-02-16T20:20:00-0500,22469.75,22469.75,22469.75,22469.75,0.0
2025-02-16T20:25:00-0500,22480.0,22480.0,22480.0,22480.0,15.0
2025-02-16T20:30:00-0500,22480.0,22489.75,22480.0,22489.75,11.0
