date,open,high,low,close,volume,average,barCount
2025-02-17 03:40:00+01:00,22505.0,22505.0,22505.0,22505.0,0.0,22505.0,0
2025-02-17 03:45:00+01:00,22505.0,22505.0,22505.0,22505.0,0.0,22505.0,0
2025-02-17 03:50:00+01:00,22505.0,22505.0,22505.0,22505.0,0.0,22505.0,0
2025-02-17 03:55:00+01:00,22505.0,22505.0,22505.0,22505.0,0.0,22505.0,0
2025-02-17 04:00:00+01:00,22505.0,22505.0,22505.0,22505.0,0.0,22505.0,0
2025-02-17 04:05:00+01:00,22505.0,22505.0,22505.0,22505.0,0.0,22505.0,0
2025-02-17 04:10:00+01:00,22505.0,22505.0,22505.0,22505.0,0.0,22505.0,0
2025-02-17 04:15:00+01:00,22505.0,22505.0,22505.0,22505.0,0.0,22505.0,0
2025-02-17 04:20:00+01:00,22505.0,22505.0,22505.0,22505.0,0.0,22505.0,0
2025-02-17 04:25:00+01:00,22505.0,22505.0,22505.0,22505.0,0.0,22505.0,0
2025-02-17 04:30:00+01:00,22505.75,22505.75,22503.0,22503.0,2.0,22504.375,2
2025-02-17 04:35:00+01:00,22499.5,22499.5,22499.5,22499.5,1.0,22499.5,1
2025-02-17 04:40:00+01:00,22499.5,22499.5,22499.5,22499.5,0.0,22499.5,0
2025-02-17 04:45:00+01:00,22499.5,22499.5,22499.5,22499.5,0.0,22499.5,0
2025-02-17 04:50:00+01:00,22499.5,22499.5,22499.5,22499.5,0.0,22499.5,0
2025-02-17 04:55:00+01:00,22499.5,22499.5,22499.5,22499.5,0.0,22499.5,0
2025-02-17 05:00:00+01:00,22499.5,22499.5,22499.5,22499.5,1.0,22499.5,1
2025-02-17 05:05:00+01:00,22499.5,22499.5,22499.5,22499.5,0.0,22499.5,0
2025-02-17 05:10:00+01:00,22499.5,22499.5,22499.5,22499.5,0.0,22499.5,0
2025-02-17 05:15:00+01:00,22499.5,22499.5,22499.5,22499.5,0.0,22499.5,0
2025-02-17 05:20:00+01:00,22499.5,22499.5,22499.5,22499.5,0.0,22499.5,0
2025-02-17 05:25:00+01:00,22499.5,22499.5,22499.5,22499.5,0.0,22499.5,0
2025-02-17 05:30:00+01:00,22496.5,22496.5,22496.5,22496.5,1.0,22496.5,1
2025-02-17 05:35:00+01:00,22496.5,22496.5,22496.5,22496.5,0.0,22496.5,0
2025-02-17 05:40:00+01:00,22496.5,22496.5,22496.5,22496.5,0.0,22496.5,0
2025-02-17 05:45:00+01:00,22496.5,22496.5,22496.5,22496.5,0.0,22496.5,0
2025-02-17 05:50:00+01:00,22515.25,22515.25,22515.25,22515.25,1.0,22515.25,1
2025-02-17 05:55:00+01:00,22515.25,22515.25,22515.25,22515.25,0.0,22515.25,0
2025-02-17 06:00:00+01:00,22515.25,22515.25,22515.25,22515.25,0.0,22515.25,0
2025-02-17 06:05:00+01:00,22515.25,22515.25,22515.25,22515.25,0.0,22515.25,0
2025-02-17 06:10:00+01:00,22515.25,22515.25,22515.25,22515.25,0.0,22515.25,0
2025-02-17 06:15:00+01:00,22515.25,22515.25,22515.25,22515.25,0.0,22515.25,0
2025-02-17 06:20:00+01:00,22518.75,22519.0,22518.75,22519.0,2.0,22518.875,2
2025-02-17 06:25:00+01:00,22518.0,22518.0,22518.0,22518.0,1.0,22518.0,1
2025-02-17 06:30:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 06:35:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 06:40:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 06:45:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 06:50:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 06:55:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 07:00:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 07:05:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 07:10:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 07:15:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 07:20:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 07:25:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 07:30:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 07:35:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 07:40:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 07:45:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 07:50:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 07:55:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 08:00:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 08:05:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 08:10:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 08:15:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 08:20:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 08:25:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 08:30:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 08:35:00+01:00,22518.0,22518.0,22518.0,22518.0,0.0,22518.0,0
2025-02-17 08:40:00+01:00,22485.0,22485.0,22485.0,22485.0,1.0,22485.0,1
2025-02-17 08:45:00+01:00,22485.0,22485.0,22485.0,22485.0,0.0,22485.0,0
2025-02-17 08:50:00+01:00,22485.0,22485.0,22485.0,22485.0,0.0,22485.0,0
2025-02-17 08:55:00+01:00,22485.0,22485.0,22485.0,22485.0,0.0,22485.0,0
2025-02-17 09:00:00+01:00,22485.0,22485.0,22485.0,22485.0,0.0,22485.0,0
2025-02-17 09:05:00+01:00,22485.0,22485.0,22485.0,22485.0,1.0,22485.0,1
2025-02-17 09:10:00+01:00,22485.0,22485.0,22485.0,22485.0,0.0,22485.0,0
2025-02-17 09:15:00+01:00,22485.0,22485.0,22485.0,22485.0,0.0,22485.0,0
2025-02-17 09:20:00+01:00,22485.0,22485.0,22485.0,22485.0,0.0,22485.0,0
2025-02-17 09:25:00+01:00,22485.0,22485.0,22485.0,22485.0,0.0,22485.0,0
2025-02-17 09:30:00+01:00,22485.0,22485.0,22485.0,22485.0,0.0,22485.0,0
2025-02-17 09:35:00+01:00,22485.0,22485.0,22485.0,22485.0,0.0,22485.0,0
2025-02-17 09:40:00+01:00,22481.0,22481.0,22475.5,22475.5,8.0,22476.875,3
2025-02-17 09:45:00+01:00,22475.5,22475.5,22475.5,22475.5,0.0,22475.5,0
2025-02-17 09:50:00+01:00,22475.5,22475.5,22475.5,22475.5,19.0,22475.5,12
2025-02-17 09:55:00+01:00,22475.5,22475.5,22475.5,22475.5,0.0,22475.5,0
2025-02-17 10:00:00+01:00,22472.5,22477.25,22472.5,22477.25,2.0,22474.875,2
2025-02-17 10:05:00+01:00,22477.25,22477.25,22477.25,22477.25,0.0,22477.25,0
2025-02-17 10:10:00+01:00,22477.25,22477.25,22477.25,22477.25,0.0,22477.25,0
2025-02-17 10:15:00+01:00,22477.25,22477.25,22477.25,22477.25,0.0,22477.25,0
2025-02-17 10:20:00+01:00,22477.25,22477.25,22477.25,22477.25,0.0,22477.25,0
2025-02-17 10:25:00+01:00,22477.25,22477.25,22477.25,22477.25,0.0,22477.25,0
2025-02-17 10:30:00+01:00,22477.25,22477.25,22477.25,22477.25,0.0,22477.25,0
2025-02-17 10:35:00+01:00,22480.0,22481.0,22480.0,22481.0,2.0,22480.5,2
2025-02-17 10:40:00+01:00,22481.0,22481.0,22481.0,22481.0,0.0,22481.0,0
2025-02-17 10:45:00+01:00,22480.0,22480.0,22480.0,22480.0,1.0,22480.0,1
2025-02-17 10:50:00+01:00,22480.0,22480.0,22480.0,22480.0,0.0,22480.0,0
2025-02-17 10:55:00+01:00,22480.0,22480.0,22480.0,22480.0,0.0,22480.0,0
2025-02-17 11:00:00+01:00,22480.0,22480.0,22480.0,22480.0,0.0,22480.0,0
2025-02-17 11:05:00+01:00,22480.0,22480.0,22480.0,22480.0,0.0,22480.0,0
2025-02-17 11:10:00+01:00,22480.0,22480.0,22480.0,22480.0,0.0,22480.0,0
2025-02-17 11:15:00+01:00,22480.0,22480.0,22480.0,22480.0,0.0,22480.0,0
2025-02-17 11:20:00+01:00,22485.0,22485.0,22485.0,22485.0,1.0,22485.0,1
2025-02-17 11:25:00+01:00,22487.0,22487.0,22487.0,22487.0,1.0,22487.0,1
2025-02-17 11:30:00+01:00,22487.0,22487.0,22487.0,22487.0,0.0,22487.0,0
2025-02-17 11:35:00+01:00,22487.0,22487.0,22487.0,22487.0,0.0,22487.0,0
2025-02-17 11:40:00+01:00,22487.0,22487.0,22487.0,22487.0,0.0,22487.0,0
2025-02-17 11:45:00+01:00,22487.0,22487.0,22487.0,22487.0,0.0,22487.0,0
2025-02-17 11:50:00+01:00,22487.0,22487.0,22487.0,22487.0,0.0,22487.0,0
2025-02-17 11:55:00+01:00,22497.0,22499.5,22497.0,22499.5,2.0,22498.25,2
2025-02-17 12:00:00+01:00,22499.5,22499.5,22499.5,22499.5,0.0,22499.5,0
2025-02-17 12:05:00+01:00,22499.5,22499.5,22499.5,22499.5,0.0,22499.5,0
2025-02-17 12:10:00+01:00,22499.5,22499.5,22499.5,22499.5,0.0,22499.5,0
2025-02-17 12:15:00+01:00,22510.0,22510.0,22510.0,22510.0,1.0,22510.0,1
2025-02-17 12:20:00+01:00,22503.5,22503.5,22503.5,22503.5,3.0,22503.5,2
2025-02-17 12:25:00+01:00,22503.5,22503.5,22503.5,22503.5,0.0,22503.5,0
2025-02-17 12:30:00+01:00,22503.5,22503.5,22503.5,22503.5,0.0,22503.5,0
2025-02-17 12:35:00+01:00,22503.5,22503.5,22503.5,22503.5,0.0,22503.5,0
2025-02-17 12:40:00+01:00,22486.25,22486.25,22486.25,22486.25,1.0,22486.25,1
2025-02-17 12:45:00+01:00,22486.25,22486.25,22486.25,22486.25,0.0,22486.25,0
2025-02-17 12:50:00+01:00,22486.25,22486.25,22486.25,22486.25,0.0,22486.25,0
2025-02-17 12:55:00+01:00,22486.25,22486.25,22486.25,22486.25,0.0,22486.25,0
2025-02-17 13:00:00+01:00,22486.25,22486.25,22486.25,22486.25,0.0,22486.25,0
2025-02-17 13:05:00+01:00,22486.25,22486.25,22486.25,22486.25,0.0,22486.25,0
2025-02-17 13:10:00+01:00,22491.0,22491.0,22491.0,22491.0,1.0,22491.0,1
2025-02-17 13:15:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 13:20:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 13:25:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 13:30:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 13:35:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 13:40:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 13:45:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 13:50:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 13:55:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 14:00:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 14:05:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 14:10:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 14:15:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 14:20:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 14:25:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 14:30:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 14:35:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 14:40:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 14:45:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 14:50:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 14:55:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 15:00:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-17 15:05:00+01:00,22497.0,22497.0,22497.0,22497.0,1.0,22497.0,1
2025-02-17 15:10:00+01:00,22500.0,22500.0,22500.0,22500.0,25.0,22500.0,20
2025-02-17 15:15:00+01:00,22500.0,22500.0,22500.0,22500.0,0.0,22500.0,0
2025-02-17 15:20:00+01:00,22500.0,22500.0,22500.0,22500.0,0.0,22500.0,0
2025-02-17 15:25:00+01:00,22500.0,22500.0,22500.0,22500.0,0.0,22500.0,0
2025-02-17 15:30:00+01:00,22468.75,22468.75,22459.0,22459.0,2.0,22463.875,2
2025-02-17 15:35:00+01:00,22441.75,22441.75,22441.75,22441.75,1.0,22441.75,1
2025-02-17 15:40:00+01:00,22441.75,22441.75,22441.75,22441.75,0.0,22441.75,0
2025-02-17 15:45:00+01:00,22441.75,22441.75,22441.75,22441.75,0.0,22441.75,0
2025-02-17 15:50:00+01:00,22441.75,22441.75,22441.75,22441.75,0.0,22441.75,0
2025-02-17 15:55:00+01:00,22448.5,22448.5,22448.5,22448.5,1.0,22448.5,1
2025-02-17 16:00:00+01:00,22448.5,22448.5,22448.5,22448.5,0.0,22448.5,0
2025-02-17 16:05:00+01:00,22448.5,22448.5,22448.5,22448.5,0.0,22448.5,0
2025-02-17 16:10:00+01:00,22448.5,22448.5,22448.5,22448.5,0.0,22448.5,0
2025-02-17 16:15:00+01:00,22448.5,22448.5,22448.5,22448.5,0.0,22448.5,0
2025-02-17 16:20:00+01:00,22448.5,22448.5,22448.5,22448.5,0.0,22448.5,0
2025-02-17 16:25:00+01:00,22462.0,22465.75,22461.25,22465.75,3.0,22463.0,3
2025-02-17 16:30:00+01:00,22465.75,22465.75,22465.75,22465.75,0.0,22465.75,0
2025-02-17 16:35:00+01:00,22465.75,22465.75,22465.75,22465.75,0.0,22465.75,0
2025-02-17 16:40:00+01:00,22465.75,22465.75,22465.75,22465.75,0.0,22465.75,0
2025-02-17 16:45:00+01:00,22465.75,22465.75,22465.75,22465.75,0.0,22465.75,0
2025-02-17 16:50:00+01:00,22465.75,22465.75,22465.75,22465.75,0.0,22465.75,0
2025-02-17 16:55:00+01:00,22470.75,22480.0,22470.75,22480.0,2.0,22475.375,2
2025-02-17 17:00:00+01:00,22472.25,22472.25,22472.25,22472.25,1.0,22472.25,1
2025-02-17 17:05:00+01:00,22483.75,22483.75,22483.75,22483.75,1.0,22483.75,1
2025-02-17 17:10:00+01:00,22483.75,22483.75,22483.75,22483.75,0.0,22483.75,0
2025-02-17 17:15:00+01:00,22483.75,22483.75,22483.75,22483.75,0.0,22483.75,0
2025-02-17 17:20:00+01:00,22483.75,22483.75,22483.75,22483.75,0.0,22483.75,0
2025-02-17 17:25:00+01:00,22483.75,22483.75,22483.75,22483.75,0.0,22483.75,0
2025-02-17 17:30:00+01:00,22483.75,22483.75,22483.75,22483.75,0.0,22483.75,0
2025-02-17 17:35:00+01:00,22483.75,22483.75,22483.75,22483.75,0.0,22483.75,0
2025-02-17 17:40:00+01:00,22483.75,22483.75,22483.75,22483.75,0.0,22483.75,0
2025-02-17 17:45:00+01:00,22483.75,22483.75,22483.75,22483.75,0.0,22483.75,0
2025-02-17 17:50:00+01:00,22480.0,22480.0,22480.0,22480.0,1.0,22480.0,1
2025-02-17 17:55:00+01:00,22480.0,22480.0,22480.0,22480.0,0.0,22480.0,0
2025-02-17 18:00:00+01:00,22480.0,22480.0,22480.0,22480.0,0.0,22480.0,0
2025-02-17 18:05:00+01:00,22466.5,22466.5,22466.5,22466.5,1.0,22466.5,1
2025-02-17 18:10:00+01:00,22465.0,22465.0,22465.0,22465.0,2.0,22465.0,1
2025-02-17 18:15:00+01:00,22465.0,22465.0,22465.0,22465.0,0.0,22465.0,0
2025-02-17 18:20:00+01:00,22465.0,22465.0,22465.0,22465.0,0.0,22465.0,0
2025-02-17 18:25:00+01:00,22465.0,22465.0,22465.0,22465.0,0.0,22465.0,0
2025-02-17 18:30:00+01:00,22465.0,22465.0,22465.0,22465.0,0.0,22465.0,0
2025-02-17 18:35:00+01:00,22465.0,22465.0,22465.0,22465.0,0.0,22465.0,0
2025-02-17 18:40:00+01:00,22465.0,22465.0,22465.0,22465.0,0.0,22465.0,0
2025-02-17 18:45:00+01:00,22471.25,22471.25,22471.0,22471.0,2.0,22471.125,2
2025-02-17 18:50:00+01:00,22478.75,22478.75,22478.75,22478.75,1.0,22478.75,1
2025-02-17 18:55:00+01:00,22478.75,22478.75,22478.75,22478.75,0.0,22478.75,0
2025-02-18 01:00:00+01:00,22457.5,22457.5,22457.5,22457.5,1.0,22457.5,1
2025-02-18 01:05:00+01:00,22457.5,22457.5,22457.5,22457.5,0.0,22457.5,0
2025-02-18 01:10:00+01:00,22460.0,22461.0,22460.0,22461.0,2.0,22460.5,2
2025-02-18 01:15:00+01:00,22461.0,22461.0,22461.0,22461.0,0.0,22461.0,0
2025-02-18 01:20:00+01:00,22461.0,22461.0,22461.0,22461.0,0.0,22461.0,0
2025-02-18 01:25:00+01:00,22461.0,22461.0,22461.0,22461.0,0.0,22461.0,0
2025-02-18 01:30:00+01:00,22461.0,22461.0,22461.0,22461.0,0.0,22461.0,0
2025-02-18 01:35:00+01:00,22465.5,22465.5,22465.5,22465.5,2.0,22465.5,2
2025-02-18 01:40:00+01:00,22465.5,22465.5,22465.5,22465.5,0.0,22465.5,0
2025-02-18 01:45:00+01:00,22465.5,22465.5,22465.5,22465.5,0.0,22465.5,0
2025-02-18 01:50:00+01:00,22465.5,22465.5,22465.5,22465.5,0.0,22465.5,0
2025-02-18 01:55:00+01:00,22465.5,22465.5,22465.5,22465.5,0.0,22465.5,0
2025-02-18 02:00:00+01:00,22465.5,22465.5,22465.5,22465.5,0.0,22465.5,0
2025-02-18 02:05:00+01:00,22465.5,22465.5,22465.5,22465.5,0.0,22465.5,0
2025-02-18 02:10:00+01:00,22465.5,22465.5,22465.5,22465.5,0.0,22465.5,0
2025-02-18 02:15:00+01:00,22465.5,22465.5,22465.5,22465.5,0.0,22465.5,0
2025-02-18 02:20:00+01:00,22475.0,22475.0,22475.0,22475.0,1.0,22475.0,1
2025-02-18 02:25:00+01:00,22475.0,22475.0,22475.0,22475.0,0.0,22475.0,0
2025-02-18 02:30:00+01:00,22475.0,22475.0,22475.0,22475.0,0.0,22475.0,0
2025-02-18 02:35:00+01:00,22475.0,22475.0,22475.0,22475.0,0.0,22475.0,0
2025-02-18 02:40:00+01:00,22475.0,22475.0,22475.0,22475.0,0.0,22475.0,0
2025-02-18 02:45:00+01:00,22475.0,22475.0,22475.0,22475.0,0.0,22475.0,0
2025-02-18 02:50:00+01:00,22475.0,22475.0,22475.0,22475.0,0.0,22475.0,0
2025-02-18 02:55:00+01:00,22485.0,22485.0,22485.0,22485.0,1.0,22485.0,1
2025-02-18 03:00:00+01:00,22485.0,22485.0,22485.0,22485.0,0.0,22485.0,0
2025-02-18 03:05:00+01:00,22478.75,22478.75,22477.75,22477.75,2.0,22478.25,2
2025-02-18 03:10:00+01:00,22477.75,22477.75,22477.75,22477.75,0.0,22477.75,0
2025-02-18 03:15:00+01:00,22477.75,22477.75,22477.75,22477.75,0.0,22477.75,0
2025-02-18 03:20:00+01:00,22477.75,22477.75,22477.75,22477.75,0.0,22477.75,0
2025-02-18 03:25:00+01:00,22477.75,22477.75,22477.75,22477.75,0.0,22477.75,0
2025-02-18 03:30:00+01:00,22484.0,22484.0,22484.0,22484.0,1.0,22484.0,1
2025-02-18 03:35:00+01:00,22491.25,22491.25,22491.0,22491.0,3.0,22491.175,3
2025-02-18 03:40:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-18 03:45:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-18 03:50:00+01:00,22491.0,22491.0,22491.0,22491.0,0.0,22491.0,0
2025-02-18 03:55:00+01:00,22495.0,22498.0,22495.0,22498.0,5.0,22496.1,4
2025-02-18 04:00:00+01:00,22497.5,22497.5,22497.5,22497.5,2.0,22497.5,2
2025-02-18 04:05:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 04:10:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 04:15:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 04:20:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 04:25:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 04:30:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 04:35:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 04:40:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 04:45:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 04:50:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 04:55:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 05:00:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 05:05:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 05:10:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 05:15:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 05:20:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 05:25:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 05:30:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 05:35:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 05:40:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 05:45:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 05:50:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 05:55:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 06:00:00+01:00,22497.5,22497.5,22497.5,22497.5,0.0,22497.5,0
2025-02-18 06:05:00+01:00,22501.5,22501.5,22501.5,22501.5,2.0,22501.5,2
