time,open,high,low,close,Volume
2025-03-27T06:45:00-04:00,20105.25,20109.75,20092.5,20096.75,610
2025-03-27T06:50:00-04:00,20097,20100.25,20085.5,20086.75,735
2025-03-27T06:55:00-04:00,20086.5,20087.5,20073,20075.5,1370
2025-03-27T07:00:00-04:00,20074.75,20088.75,20061.75,20084,1105
2025-03-27T07:05:00-04:00,20083.5,20097,20081.75,20096.5,670
2025-03-27T07:10:00-04:00,20096.75,20096.75,20058.25,20067.75,1117
2025-03-27T07:15:00-04:00,20066.75,20076.5,20057.5,20066.25,639
2025-03-27T07:20:00-04:00,20066,20068,20046.75,20052.25,1063
2025-03-27T07:25:00-04:00,20052.5,20055,20031,20035.5,1182
2025-03-27T07:30:00-04:00,20036.25,20050.25,20036,20045.5,783
2025-03-27T07:35:00-04:00,20046.5,20072,20044.75,20071.25,1109
2025-03-27T07:40:00-04:00,20071.25,20072.75,20054.75,20070,1131
2025-03-27T07:45:00-04:00,20071,20081.25,20067.25,20079,680
2025-03-27T07:50:00-04:00,20078.5,20082.25,20070.5,20073.5,660
2025-03-27T07:55:00-04:00,20073.75,20094.75,20073.75,20090.25,846
2025-03-27T08:00:00-04:00,20088.75,20091.25,20068.75,20070,1068
2025-03-27T08:05:00-04:00,20070.25,20074.75,20054,20067,1145
2025-03-27T08:10:00-04:00,20067.75,20075.75,20060.25,20067.75,800
2025-03-27T08:15:00-04:00,20066.75,20072.25,20060.25,20066,816
2025-03-27T08:20:00-04:00,20065.5,20066,20050.25,20061.75,990
2025-03-27T08:25:00-04:00,20061.75,20066.75,20049.5,20057.25,863
2025-03-27T08:30:00-04:00,20057.75,20099.25,20051.5,20080,3315
2025-03-27T08:35:00-04:00,20080,20105.25,20076.5,20090.75,1940
2025-03-27T08:40:00-04:00,20090.75,20094,20072.75,20077.25,1961
2025-03-27T08:45:00-04:00,20077.75,20086,20061.25,20070.75,2041
2025-03-27T08:50:00-04:00,20071,20072.25,20057.25,20066.75,1754
2025-03-27T08:55:00-04:00,20067.75,20073.25,20060.75,20064.5,1215
2025-03-27T09:00:00-04:00,20065.5,20076,20056,20068.25,2170
2025-03-27T09:05:00-04:00,20068.5,20081.75,20061.25,20068.75,1643
2025-03-27T09:10:00-04:00,20068,20072.5,20053.25,20055.5,1257
2025-03-27T09:15:00-04:00,20054.5,20059.5,20042.5,20050.25,1613
2025-03-27T09:20:00-04:00,20050.25,20050.25,20033.5,20034.5,1866
2025-03-27T09:25:00-04:00,20035.25,20036.25,20011.25,20028,4819
2025-03-27T09:30:00-04:00,20028.5,20072.25,19976.75,19996.75,20053
2025-03-27T09:35:00-04:00,19997.25,20004.5,19944.25,19951.25,15067
2025-03-27T09:40:00-04:00,19951.75,19981.5,19937.25,19980.25,12191
2025-03-27T09:45:00-04:00,19980,20024.75,19960.75,20015.5,13502
2025-03-27T09:50:00-04:00,20016,20079.25,20000.25,20066.25,14753
2025-03-27T09:55:00-04:00,20066,20091,20062.75,20076.5,10734
2025-03-27T10:00:00-04:00,20076.5,20102.75,20066.75,20078.25,9910
2025-03-27T10:05:00-04:00,20079.25,20094,20038.75,20058.25,10152
2025-03-27T10:10:00-04:00,20058.25,20097,20027.75,20090.25,9546
2025-03-27T10:15:00-04:00,20090.25,20096,20060.5,20088,7674
2025-03-27T10:20:00-04:00,20088,20095.75,20047.75,20066,6392
2025-03-27T10:25:00-04:00,20066.25,20122,20060.25,20120.75,8492
2025-03-27T10:30:00-04:00,20120.5,20132.5,20106.5,20128.5,8142
2025-03-27T10:35:00-04:00,20128.75,20168.75,20124.5,20151.75,9108
2025-03-27T10:40:00-04:00,20151.5,20171.25,20140,20157.75,6129
2025-03-27T10:45:00-04:00,20158.75,20167.75,20140.25,20143,5095
2025-03-27T10:50:00-04:00,20143.5,20185.5,20130,20185.5,6691
2025-03-27T10:55:00-04:00,20185.5,20199.5,20170.25,20189.25,5725
2025-03-27T11:00:00-04:00,20189.75,20193.75,20164,20173,4665
2025-03-27T11:05:00-04:00,20172.5,20184.75,20148,20149,4872
2025-03-27T11:10:00-04:00,20149.75,20176,20144.75,20164.25,5017
2025-03-27T11:15:00-04:00,20164.25,20169.5,20140.25,20165,4382
2025-03-27T11:20:00-04:00,20164.5,20167,20138.75,20159,4257
2025-03-27T11:25:00-04:00,20158.5,20166.75,20131,20133.75,4326
2025-03-27T11:30:00-04:00,20133.75,20135.25,20091.25,20096.75,8899
2025-03-27T11:35:00-04:00,20096.25,20109,20073.25,20084.75,6372
2025-03-27T11:40:00-04:00,20084.25,20089.5,20059.5,20074.75,6506
2025-03-27T11:45:00-04:00,20074.5,20079.5,20048.5,20054.75,5965
2025-03-27T11:50:00-04:00,20054.25,20083.25,20053.75,20081.25,5665
2025-03-27T11:55:00-04:00,20081.25,20082,20040.5,20048,4437
